StoryID	Keyword	Comment	Timing	ParentKeyword
tng3x20	mission briefing			
tng3x20	scientific observation			
tng3x20	heart to heart conversation	Troi and Tam Elbrun		
tng3x20	charting mission			
tng3x20	survey mission			
tng3x20	turbolift chat	Riker and Geordi	6:02-6:32	
tng3x20	readyroom chat	Picard, Troi, Data	31:20-32:52	
tng3x20	captain's log		0:00-0:15	
tng3x20	captain's log supplemental		10:33-10:50, 34:06-34:17, 41:07-41:24	
tng3x21	race against time			
tng3x21	end joke			
tng3x21	unexplained technical malfunctions			unexplained events
tng3x21	unexplained events			scenario
tng3x21	epiphany	Barclay realizes it was not a systemic problem		
tng3x21	impending warp core breach			ship crisis
tng3x21	uncontrolled acceleration of ship			ship crisis
tng3x21	computer complication			
tng3x21	garbled rematerialization			transporter malfunction
tng3x21	transport mission			
tng3x21	mission briefing			
tng3x21	medical relief mission			
tng3x21	locked antimatter injector			mechanical complication
tng3x21	readyroom chat	Picard, Riker, Geordi	6:40-8:12	
tng3x21	captain's log		5:15-5:31	
tng3x21	chief engineer's log		23:45-23-52	log
tng3x22	abduction			nefarious plot
tng3x22	Maltuvis device	Salvador Dali, Mark Off-Zel		
tng3x22	trapped scenario			
tng3x22	space rendezvous	Enterprise and Jovis		
tng3x22	foreshadow	Fajo sleeps with another Varon T disruptor		
tng3x22	open end question			
tng3x22	turbolift chat	Worf and Troi	23:02-23:50	
tng3x22	supply mission			
tng3x22	readyroom chat	Picard, Riker, Geordi	16:20-18:36	
tng3x22	captain's log		0:00-0:25	
tng3x22	captain's log supplemental		3:48-3:58	
tng3x23	diplomatic mission			
tng3x23	Maltuvis device	Heifetz, Menuhin, Grak-tay, Tataglia		
tng3x23	transport a dignitary mission			
tng3x23	first contact mission			
tng3x23	odd behavior			unexplained events
tng3x23	rendezvous mission	Enterprise and USS Merrimac		
tng3x23	self-destruct a robot with a logical paradox	Picard to Sarek		
tng3x23	readyroom chat	Picard and Mendrossen, Picard and Riker, Picard and Perrin	21:10-22:35, 32:20-32:50, 32:50-34:00	
tng3x23	captain's log		0:00-0:20	
tng3x23	captain's log supplemental		32:06-32:20	
tng3x23	first officer's log		40:42-40:55	
tng3x24	abduction			nefarious plot
tng3x24	visit a planet			
tng3x24	jail break			
tng3x24	the nursery rhyme	Algolian melody recognized by wunderkid		
tng3x24	end joke			
tng3x24	kidnapping scenario			
tng3x24	escape objective			
tng3x24	space confrontation	Enterprise and Krayton		
tng3x24	rendezvous mission	Enterprise and USS Bradbury		
tng3x24	mapping mission			
tng3x24	subspace interference			communication complication
tng3x24	readyroom chat	Picard and Wesley	40:20-41:50	
tng3x24	captain's log		0:00-0:20	
tng3x25	amnesia scenario			scenario
tng3x25	hidden potentials			scenario
tng3x25	space confrontation	Enterprise and Zalkonian ship		
tng3x25	manhunt			
tng3x25	rescue mission			
tng3x25	charting mission			
tng3x25	turbolift chat	Riker and Geordi	15:30-16:20	
tng3x25	drinks for two	Beverly and John Doe		
tng3x25	readyroom chat	Picard, Beverly, John Doe	30:16-31:38	
tng3x25	captain's log		0:00-0:10, 11:20-11:35	
tng3x25	medical log		10:20-10:38	log
tng3x26	space fight	Enterprise and Borg cube		
tng3x26	cat and mouse game			
tng3x26	space rendezvous	Enterprise and Excelsior class starship		
tng3x26	abduction			
tng3x26	space chase	Enterprise by Borg cube		
tng3x26	cliffhanger			
tng3x26	war scenario			scenario
tng3x26	mortal enemy			scenario
tng3x26	abduction and rescue			scenario
tng3x26	defeat the enemy			objective
tng3x26	rescue the captive			objective
tng3x26	sequence of failures			
tng3x26	randomize phaser resonance frequency			technobabble solution
tng3x26	readyroom chat	Picard and Riker; Picard, Riker, Shelby	10:54-12:18, 24:15-24:55	
tng3x26	turbolift chat	Riker and Shelby	25:00-26:05	
tng3x26	captain's log		0:00-0:12, 3:00-3:12, 10:37-10:52, 26:07-26:32	
tng3x26	first officer's log		34:02-34:12	
tng4x01	flashback			
tng4x01	uncanny knowledge	Locutus-of-Borg knows Riker's thoughts		
tng4x01	space fight	Enterprise and Borg cube		
tng4x01	Achilles' heel	the Borg's weakness		
tng4x01	retune hand phasers			technobabble solution
tng4x01	space chase	Enterprise to Borg cube		
tng4x01	rescue mission	Picard		
tng4x01	ship crisis			
tng4x01	turbolift chat	Riker and Worf	8:12-8:48	
tng4x01	readyroom chat	Riker and Guinan; Picard, Riker, Shelby	13:55-16:50, 42:50-44:30	
tng4x01	shuttlecraft for two	Data and Worf		
tng4x01	first officer's log		5:02-5:12	
tng4x01	captain's log		11:22-11:33	
tng4x02	parallel themes			
tng4x02	drinks for two	Beverly and Troi		
tng4x02	captain's log		0:00-0:18	
tng4x03	revelation	that Data is not inferior to Lore, etc.		
tng4x03	parallel themes	the brothers thing		
tng4x03	Socratic dialogue	Dr. Soong and Data		
tng4x03	foreshadow	Data fails to whistle "Around the Moberry Bush," so that we can tell Lore has taken Data's place		
tng4x03	race against time			
tng4x03	nefarious plot	Soong and Lore		
tng4x03	ship takeover			ship crisis
tng4x03	computer infiltration			computer complication
tng4x03	transport mission	boy to starbase		
tng4x03	turbolift chat	Data and Jake Potts	2:15-2:51	
tng4x03	captain's log		0:00-0:20, 43:44-43:54	
tng4x04	slapstick			
tng4x04	space confrontation	Enterprise and Talarian vessels		
tng4x04	rescue mission			
tng4x04	readyroom chat	Picard and Troi	14:20-17:00	
tng4x04	captain's log		0:00-0:20	
tng4x04	captain's log supplemental		22:05-22:21	
tng4x05	it was all an illusion			
tng4x05	race against time			
tng4x05	science experiment gone wrong scenario	Wesley's warp bubble		
tng4x05	readyroom chat	Picard and Beverly, Picard and Beverly, Picard and Beverly	7:30-8:55, 12:30-12:58, 16:00-17:57	
tng4x05	turbolift chat	Riker and Beverly	10:48-11:33	
tng4x05	chief medical officer's log		0:00-0:22	
tng4x05	captain's log		29:49-30:00, 33:42-33:56	
tng4x06	background story			
tng4x06	race against time			
tng4x06	flight of fancy			
tng4x06	ruse			nefarious plot
tng4x06	hostage situation scenario			
tng4x06	visit a planet			
tng4x06	rescue mission	word for break-out of someone?		
tng4x06	archaeological survey mission			
tng4x06	readyroom chat	Picard and Riker; Picard, Data, Troi	23:20-24:00, 30:40-31:52	
tng4x06	heart to heart talk	Data and Ishara		
tng4x06	captain's log		3:09-3:27, 33:05-33:20	
tng4x06	captain's log supplemental		7:06-7:23	
tng4x07	whodunnit			
tng4x07	Picardologue			
tng4x07	space rendezvous	Enterprise and Klingon vessels		
tng4x07	turbolift chat	Worf and K'Ehleyr	4:45-5:45	
tng4x07	readyroom chat	Picard and Worf, Picard and K'Ehleyr, Picard and Worf	15:50-17:56, 22:44-23:56, 40:50-43:10	
tng4x07	captain's log		0:00-0:16	
tng4x07	captain's log supplemental		11:38-11:50	
tng4x08	illusion within an illusion			
tng4x08	amnesia scenario			
tng4x08	plot twist			
tng4x08	dream in a dream			
tng4x08	nefarious plot			
tng4x08	foreshadow	Riker still made the same mistake on the trombone after 16 years, computer time lag		
tng4x08	dead giveaway	Data uses a contraction, Minuet was Riker's wife		
tng4x08	security survey mission			
tng4x08	heavy interference			transporter complication
tng4x08	turbolift chat	Riker and Beverly, Riker and Beverly; Picard, Riker, Troi, Tomalak; Riker and Ethan	10:08-10:36, 12:30-12:54, 22:50-23:15, 26:40-28:02	
tng4x08	readyroom chat	Picard, Riker, Troi	24:50-24:45	
tng4x08	captain's log		0:00-0:16	
tng4x09	saved by the bell			
tng4x09	impending catastrophe	planet about to be fried		
tng4x09	race against time			
tng4x09	technobabble solution			
tng4x09	tech solution	slingshot radioactive space barge into Gamelan sun		
tng4x09	rescue mission	Find Picard and Wesley Crusher		
tng4x09	shuttlecraft complication			
tng4x09	ship wide dangerous radiation levels			ship crisis
tng4x09	rendezvous mission			
tng4x09	shuttlecraft for two	Picard, Wesley, Dirgo		
tng4x09	captain's log		0:00-0:22	
tng4x09	first officer's log		25:10-25:24	
tng4x09	first officer's log supplemental		30:33-30:45, 35:35-35:42	
tng4x10	race against time			
tng4x10	parallel themes	something about Troy vs. the 2D beings...		
tng4x10	space encounter	Enterprise and 2D beings		
tng4x10	ship being drawn in toward a cosmic string fragment			ship crisis
tng4x10	heart to heart talk	Riker and Troi, Riker and Troi	13:55-14:55, 23:25-25:00	
tng4x10	readyroom chat	Picard and Troi, Picard and Troi	21:15-23:10, 34:45-36:20	
tng4x10	captain's log		6:00-6:12, 31:35-31:50	
tng4x10	captain's log supplemental		36:23-36:33	
tng4x11	first person narrative			
tng4x11	space rendezvous	Enterprise and USS Zukov, Enterprise and Romulan warbird		
tng4x11	Maltuvis device in space	a marriage on Galvin V is successful only if children are produced, Andorian marriage requires a group of four		
tng4x11	space confrontation	Enterprise and two Romulan warbirds		
tng4x11	nefarious plot			
tng4x11	Maltuvis device	Brahms, Aurelia		
tng4x11	transport mission			
tng4x11	diplomatic mission			
tng4x11	transporter accident			transporter complication
tng4x11	readyroom chat	Picard and Data	11:50-12:45	
tng4x11	second officer's personal log		0:00-0:33, 30:15-30:32	log
tng4x12	parallel themes	disputes between O'Brien and Keiko and Cardassians		
tng4x12	Picardologue	The "blind to his own actions" bit with O'Brien		
tng4x12	foreshadow	O'Brien's old song		
tng4x12	unnecessary obstacle	O'Brien transports to the Phoenix even though its shields are up		
tng4x12	space chase			
tng4x12	rogue ally			scenario
tng4x12	spaceship hunt			
tng4x12	space rendezvous	Enterprise and Cardassian vessel, Enterprise and USS Phoenix		
tng4x12	technobabble solution	O'Brien transports to the Phoenix even though its shields are up		
tng4x12	survey mission			
tng4x12	space confrontation	Enterprise and Cardassian vessel		
tng4x12	space fight	Enterprise and Cardassian vessel		
tng4x12	mapping survey mission			
tng4x12	intercept mission	get captain Benjamin Maxwell		
tng4x12	turbolift chat	O'Brien, Telle, Daro; Picard and Gul Macet; Picard and Maxwell	12:34-13:50, 27:00-28:15, 29:36-34:04	
tng4x12	drinks for two	O'Brien and Telle		
tng4x12	captain's log		0:00-0:15, 28:16-28:28	
tng4x12	captain's log supplemental		10:20-10:27, 34:05-34:17, 41:48-41:58	
tng4x13	game of wits			
tng4x13	flight of fancy			
tng4x13	foreshadow	the acting scene		
tng4x13	Maltuvis device in space	Ardra is the devil to the Berusians, the Drellians, and the Klingons		
tng4x13	Maltuvis device	Stanislavsky, Adler, Garnav		
tng4x13	visit a planet	Ventax II		
tng4x13	save a planet			
tng4x13	nefarious plot			
tng4x13	con game			
tng4x13	MacGuffin	Zaterl emerald		
tng4x13	deal with the devil			
tng4x13	transporter interference			transporter complication
tng4x13	rescue mission			
tng4x13	readyroom chat	Picard and Howard Clark; Picard and Data	6:25-8:20, 20:55-23:16	
tng4x13	shuttlecraft for two	Picard and Data		
tng4x13	captain's log		5:28-5:40	
tng4x13	captain's log supplemental		20:42-20:54	
tng4x14	investigate a planet			
tng4x14	foreshadow	Picard talking about mysteries on the holodeck		
tng4x14	plot twist	Picard ordered Data to lie		
tng4x14	flashback			
tng4x14	Picardologue			
tng4x14	foreshadow			
tng4x14	180 argument			
tng4x14	cover up			
tng4x14	captain at gunpoint			
tng4x14	readyroom chat	Picard and Beverly; Picard, Beverly, Worf	13:10-14:15, 28:50-	
tng4x14	captain's log		0:08-0:40	
tng4x14	captain's log supplemental		14:16-14:48, 20:32-20:48	
tng4x15	reconnaissance mission			
tng4x15	nefarious plot			
tng4x15	visit a planet			
tng4x15	first contact			
tng4x15	search and rescue mission			
tng4x15	attempted escape			
tng4x15	interrogation			
tng4x15	readyroom chat	Picard and Durken	20:20-23:40	
tng4x15	drinks for two	Picard and Durken		
tng4x15	captain's log			
tng4x16	race against time			
tng4x16	space confrontation	Enterprise and space whale		
tng4x16	technobabble solution	get the creature off the hull by changing an energy frequency vibration		
tng4x16	verbal flashback	Geordi explains how he simulated Leah on the holodeck last year		
tng4x16	slip of the tongue	Geordi says “you remember...” to Brahms		
tng4x16	space chase	creature at Enterprise		
tng4x16	transport mission			
tng4x16	ship wide energy drain			ship crisis
tng4x16	heart to heart talk	Geordi and Guinan		
tng4x16	readyroom chat	Picard and Geordi	0:20-1:23	
tng4x16	captain's log		0:00-0:19	
tng4x16	captain's log supplemental		30:13-30:25	
tng4x17	race against time			
tng4x17	technological malfunction			
tng4x17	Picardologue			
tng4x17	red herring	binary stars		
tng4x17	prophetic dream			
tng4x17	riddle			
tng4x17	shotgun under counter	Guinan		
tng4x17	search and rescue mission			
tng4x17	ship wide insanity			ship crisis
tng4x17	investigation mission			
tng4x17	readyroom chat	Picard and Beverly; Picard, Beverly, Troi; Picard and Data; Picard, Beverly, Data	6:45-8:00, 14:20-15:07, 21:40-23:15, 24:50-27:13	
tng4x17	turbolift chat	Picard and Riker	18:15-19:32	
tng4x17	captain's log		0:00-0:20, 9:28-9:43, 16:18-16:32	
tng4x17	acting captain's log		33:35-33:50	log
tng4x18	flashback			
tng4x18	race against time			
tng4x18	medical solution	Beverly finds a cure to the problem		
tng4x18	search and rescue mission			
tng4x18	intercept mission			
tng4x18	turbolift chat	Geordi and Leijten	14:45-15:28	
tng4x18	captain's log		3:26-3:38, 35:50-36:02	
tng4x19	technological malfunction			
tng4x19	race against time			
tng4x19	space chase	Probe at Enterprise		
tng4x19	technobabble solution	Barclay improves shield efficiency by 300% so they can fire photon torpedoes		
tng4x19	ship takeover	super intelligent Barclay from holodeck		
tng4x19	repair mission	the fusion reactor for the Argus Array has gone critical		
tng4x19	space confrontation	Enterprise and probe		
tng4x19	shuttlecraft for two	Geordi and Barclay		
tng4x19	captain's log		4:33-4:48, 15:06-15:21, 42:18-42:38	
tng4x19	captain's log supplemental		9:08-9:21	
tng4x20	flashback	the archeology lecture rehearsal		
tng4x20	plot twist	Vash took off with Q		
tng4x20	race against time			
tng4x20	story in a story			
tng4x20	flight of fancy			
tng4x20	rescue			
tng4x20	readyroom chat	Picard and Troi; Picard and Q	0:23-2:12, 12:30-15:15	
tng4x20	shirtless captain			
tng4x20	dinner for two	Picard and Vash		
tng4x20	captain's log		0:00-0:22	
tng4x21	mechanical malfunction	the neutron fatigue		
tng4x21	cloak their misdeeds with the pretense of serving a greater good			
tng4x21	interrogation			
tng4x21	space rendezvous	Enterprise and Federation cruiser		
tng4x21	Picardologue			
tng4x21	turbolift chat	Worf and J'Dan	1:45-2:00	
tng4x21	readyroom chat	Picard and Satie; Picard and Satie; Picard and Satie	7:25-9:25, 17:35-19:50, 30:50-33:42	
tng4x21	captain's log		0:00-0:20	
tng4x21	captain's log supplemental		4:35-4:38, 34:36-34:45	
tng4x22	race against time			
tng4x22	space confrontation	Enterprise and two Kaelon cruisers		
tng4x22	visit a planet	Kaelon II		
tng4x22	save a planet	Kaelon II from dying sun		
tng4x22	180-argument			
tng4x22	technobabble solution			
tng4x22	save a planet			
tng4x22	transport mission			
tng4x22	turbolift chat	Lwaxana and Timicin	8:20-9:00	
tng4x22	heart to heart talk	Troi and Lwaxana	40:40-41:55	
tng4x22	personal log		0:00-0:12	
tng4x22	captain's log		4:25-4:38, 10:17-10:28, 17:02-17:10	
tng4x23	race against time			
tng4x23	space confrontation	Enterprise and attack ship		
tng4x23	space rendezvous	Enterprise and Trill vessel		
tng4x23	diplomatic mission			
tng4x23	rendezvous mission			
tng4x23	turbolift chat	Beverly, Data, Odan	0:30-1:42	
tng4x23	readyroom chat	Picard and Odan, Picard and Odan	12:10-13:52, 33:30-	
tng4x23	shuttlecraft for two	Riker and Odan		
tng4x23	heart to heart talk	Beverly and Troi	25:00-28:57	
tng4x23	personal log		0:00-0:23	
tng4x23	captain's log		28:58-29:10, 36:40-36:55	
tng4x24	surprise display of understanding	Picard at Klingon in Klingon		
tng4x24	in the nick of time	catching Geordi		
tng4x24	abduction			nefarious plot
tng4x24	space confrontation	Enterprise and Klingon attack cruiser + two birds of prey		
tng4x24	assassination plot			nefarious plot
tng4x24	technobabble solution	the weapon authenticity		
tng4x24	deductive solution	Data that Geordi is the culprit		
tng4x24	plot twist	Kell is a traitor		
tng4x24	transport mission			
tng4x24	shuttlecraft for two	Geordi and computer voice		
tng4x24	personal log		0:00-0:20	
tng4x24	captain's log		4:18-4:32, 13:28-13:42	
tng4x25	solution by skill	Picard's great maneuvering		
tng4x25	drinks for two	Data and Jenna		
tng4x25	dinner for two	Data and Jenna		
tng4x25	survey mission			
tng4x25	subspace complication			
tng4x25	space-time complication			
tng4x25	deformations in space near by ship			ship crisis
tng4x25	heart to heart talk	Data and Guinan, Data and Geordi, Data and Troi, Data and Worf, Data and Riker	11:30-13:16, 14:30-15:14, 15:15-16:06, 16:07-16:40, 16:41-17:25	
tng4x25	captain's log		0:00-0:23	
tng4x25	second officer's personal log		17:50-18:05	log
tng4x25	captain's log supplemental		34:50-34:57	
tng4x26	cliff hanger			
tng4x26	nefarious plot			
tng4x26	space rendezvous	Enterprise and IKS Bortas		
tng4x26	space fight	IKS Bortas and two Klingon warbirds		
tng4x26	solution by skill	Worf fires on vessel after they drop shields		
tng4x26	heart to heart talk	Worf and Guinan	10:00-11:53	
tng4x26	readyroom chat	Picard and Worf, Picard and Worf	11:55-12:33, 21:00-23:05	
tng4x26	captain's log		0:00-0:20, 16:10-16:20, 34:50-35:05	
tng4x26	personal log		12:40:12:48	
tng5x01	deus ex machina	tachyon detection grid		
tng5x01	space chase			
tng5x01	space fight			
tng5x01	nefarious plot			
tng5x01	narrow escape			
tng5x01	recap			
tng5x01	technobabble solution	Geordi detects cloaked ships with a tachyon beam		
tng5x01	space confrontation	Enterprise and Romulan ship		
tng5x01	ship explosion	two Klingon warbirds	3:03, 3:04	
tng5x01	strategic plan solution	the space blockade		
tng5x01	ultimatum	given 14 hours by Sela to halt the blockade		
tng5x01	readyroom chat	Picard and Riker, Picard and Data	30:10-30:45, 38:45-39:30	
tng5x01	disobey a direct order	Data		
tng5x01	captain's log		3:20-3:30	
tng5x01	captain's personal log		38:15-38:33	
tng5x02	technobabble solution	subvert the particle scattering field		
tng5x02	foreshadow	Picard about patience in communicating		
tng5x02	musing	Picard at end		
tng5x02	space standoff	Enterprise and Tamarian ship		
tng5x02	space fight	Enterprise and Tamarian ship		
tng5x02	common enemy			
tng5x02	puzzle			
tng5x02	narrow escape			
tng5x02	epiphany			
tng5x02	visit a planet	El-Adrel IV		
tng5x02	bonding through hardship			
tng5x02	particle scattering field			transporter complication
tng5x02	communication complication			
tng5x02	rendezvous mission	Enterprise and Tamarian ship		
tng5x02	shuttlecraft for two	Worf and yellowshirt		
tng5x02	abduction			
tng5x02	briefing			
tng5x02	torn shirt captain			
tng5x02	readyroom chat	Picard and Riker	41:30-42:50	
tng5x02	campfire story			
tng5x02	captain's log		0:00-0:15	
tng5x02	first officer's log supplemental		13:35-13:45, 36:42-36:50	log
tng5x02	first officer's log		26:48-27:00	
tng5x03	space confrontation	Enterprise and two Cardassian warships		
tng5x03	nefarious plot	Cardassian		
tng5x03	space standoff	Enterprise and two Cardassian warships		
tng5x03	undercover operation	Ro aboard the Enterprise		
tng5x03	ambush			
tng5x03	negotiation mission			
tng5x03	Chekov's gun	the admiral and his Cardassian cold virus		
tng5x03	captain and admiral meeting			
tng5x03	captain at gunpoint			
tng5x03	escort a ship mission			
tng5x03	abduction			
tng5x03	ship to ship communication	Picard and Cardassian		
tng5x03	ship explosion	Bajoran ship		
tng5x03	readyroom chat	Picard, Riker, Ro; Picard and Ro; Picard and Ro	8:30-10:20, 24:18-24:38, 26:40-31:55	
tng5x03	heart to heart talk	Guinan and Ro	25:30-26:40	
tng5x03	captain's log		3:44-3:58, 16:36-16:48	
tng5x03	captain's log supplemental		10:20:10:30, 12:15-12:32, 31:57-32:08	
tng5x04	defeat antagonist			
tng5x04	space chase			
tng5x04	space standoff			
tng5x04	rescue mission			
tng5x04	pursuit mission			
tng5x04	investigation			
tng5x04	communication complication	minerals in rocks		
tng5x04	heat a rock with a phaser			phaser trick
tng5x04	mission briefing			
tng5x04	follow a train of bread crumbs	proton trail actually		
tng5x04	disobey a direct order	Kila		
tng5x04	ship explosion	the entity		
tng5x04	turbolift chat	Data and Kila; Data and Kila	21:30-22:07, 29:50-30:57	
tng5x04	readyroom chat	Picard and Kila; Picard and Riker	23:08-24:40, 30:58-32:25	
tng5x04	captain's log		11:51-12:08, 35:58-36:16	
tng5x04	captain's log supplemental		28:55-29:05	
tng5x05	parallel themes	Troi and Picard		
tng5x05	reach a location			
tng5x05	race against time			
tng5x05	narrowly averted disaster			
tng5x05	problem solving			
tng5x05	life and death situation			
tng5x05	ship-wide computer failure			ship crisis
tng5x05	run into a quantum filament			ship crisis
tng5x05	impending warp core breach			ship crisis
tng5x05	outrun a gas leak	Riker and Data		
tng5x05	divert power from one system to another			
tng5x05	creative solution	Geordi depressurizes the room		
tng5x05	children on the bridge			
tng5x05	captain's log		0:00-0:14	
tng5x05	captain's log supplemental		41:08-41:16	
tng5x06	lone heroes against a subverted population			
tng5x06	deus ex machina	cured by flashing lights?!		
tng5x06	nefarious plot			
tng5x06	corridor chase			
tng5x06	cat and mouse game			
tng5x06	manhunt			
tng5x06	diplomatic mission			
tng5x06	rendezvous mission	Enterprise and USS Zhukov, Enterprise and USS Merrimack		
tng5x06	space rendezvous	Enterprise and USS Zhukov, Enterprise and Ktarian vessel, Enterprise and USS Merrimack		
tng5x06	survey mission	Phoenix Cluster		
tng5x06	dinner for two	Wesley and Robin		
tng5x06	crawlway chase			
tng5x06	hold a ship with a tractor beam	Enterprise at Ktarian vessel		
tng5x06	readyroom chat	Picard and Wesley	25:28-27:11	
tng5x06	turbolift chat	Wesley and Ogawa	33:18-33:52	
tng5x06	captain's log		4:37-4:52, 40:40-40:54	
tng5x06	captain's log supplemental		19:55-20:11	
tng5x07	space confrontation	Enterprise and mystery vessel		
tng5x07	cliffhanger			
tng5x07	nefarious plot			
tng5x07	captain incognito			
tng5x07	captain at gunpoint			
tng5x07	rescue mission			
tng5x07	terraforming mission			
tng5x07	readyroom chat	Picard and Perrin	5:10-7:38	
tng5x07	captain's log		0:10-0:25, 3:15-3:39, 14:58-15:12	
tng5x07	first officer's log		23:50-24:03	
tng5x08	fool's errand			
tng5x08	background story	Kirk		
tng5x08	trick the trickster			
tng5x08	track a criminal			
tng5x08	nefarious plot			
tng5x08	space confrontation			
tng5x08	parallel themes	reconciliation between Vulcans and Romulans and Spock and Sarek		
tng5x08	recap			
tng5x08	heart to heart talk	Picard and Spock		
tng5x08	captain incognito			
tng5x08	computer hacking	Data hacks into Romulan computers		
tng5x08	piggyback a message			communication trick
tng5x08	question a barfly about a crime			
tng5x08	faked message			
tng5x08	faked distress call			
tng5x08	intercept mission			
tng5x08	communication complication			
tng5x08	captain's log			
tng5x08	first officer's log		13:08-13:22	
tng5x08	first officer's log supplemental		31:35-351:40	
tng5x09	race against time			
tng5x09	impending disaster			
tng5x09	comeuppance			
tng5x09	Maltuvis device	Homer, Milton, Bach, Monet, Wonder & Hitler, Khan Singh		
tng5x09	deus ex machina			
tng5x09	plot twist	the time traveler is from the past, not the future		
tng5x09	Picardologue			
tng5x09	set back			
tng5x09	nefarious plot			
tng5x09	ruse			
tng5x09	odd behavior			
tng5x09	impostor among us			
tng5x09	save a planet	Penthara IV colony		
tng5x09	misdirection			
tng5x09	grand decision	Picard		
tng5x09	impostor			
tng5x09	temporal distortion			space time complication
tng5x09	unforeseen set back	massive earthquakes and volcanos		
tng5x09	tech solution	use the Enterprise as a lightening rod		
tng5x09	terraforming mission			
tng5x09	turbolift chat	Data and Rasmussen	8:35-8:50	
tng5x09	readyroom chat	Picard and Rasmussen, Picard and Data, Picard and Rasmussen	4:27-5:50, 26:50-27:38, 27:50-33:21	
tng5x09	captain's log		0:00-0:22, 10:28-10:38, 34:06-34:15	
tng5x09	captain's log supplemental		27:40-27:50	
tng5x10	space chase			
tng5x10	race against time			
tng5x10	in the nick of time			
tng5x10	deus ex machina			
tng5x10	heroic rescue			
tng5x10	Maltuvis device	Chuck Yeager, Zephram Cochrane		
tng5x10	late for a meeting	Worf		
tng5x10	father to son lecture			
tng5x10	turbolift chat	Worf and Troi	18:30-19:14	
tng5x10	technobabble solution	backfire the soliton wave		
tng5x10	brace for impact			
tng5x10	pinned under a beam			
tng5x10	readyroom chat	Picard and Worf	9:40-11:00	
tng5x10	captain's log		0:00-0:18	
tng5x10	personal log		15:35-15:47	log
tng5x11	counter-intuitive solution			
tng5x11	survivor			
tng5x11	trapped			
tng5x11	nick of time			
tng5x11	plot twist			
tng5x11	race against time			
tng5x11	narrow escape			
tng5x11	search and rescue mission			
tng5x11	transporter complication			
tng5x11	incoming gravitational wavefront			ship crisis
tng5x11	hull breach	Vico		ship crisis
tng5x11	readyroom chat	Picard, Data, Troi, Timothy	35:08-36:25	
tng5x11	captain's log		0:00-0:16	
tng5x11	captain's log supplemental		6:04-6:16, 8:48-8:56	
tng5x12	the malevolent look			
tng5x12	misdirection			
tng5x12	plot twist			
tng5x12	Picardologue			
tng5x12	transport a delegation			
tng5x12	psychic reading			
tng5x12	turbolift chat	Data and Geordi, Troi and Ullian		
tng5x12	deductive solution	based on eliminating possibilities that are all technobabble		
tng5x12	mind complication			
tng5x12	foreshadow	Jev's malevolent look		
tng5x12	acting defensive when questioned about a crime	Jev by Riker		
tng5x12	investigation			
tng5x12	sitting by the sickbed	Riker at Troi		
tng5x12	frame job	Jev at father		
tng5x12	turbolift chat	Data and Geordi, Troi and Jev	6:20-6:50, 10:00-10:36	
tng5x12	readyroom chat	Picard and Jev	36:22-37:45	
tng5x12	mapping survey mission			
tng5x12	transport mission			
tng5x12	captain's log		0:00-0:18, 13:07-13:17, 36:12-36:22, 41:15-41:27	
tng5x12	medical log		20:10-20:22	
tng5x13	deus ex machina			
tng5x13	race against time			
tng5x13	epiphany	Geordi at VISOR solution to the star problem		
tng5x13	tech solution			
tng5x13	save a planet			
tng5x13	visit a planet			
tng5x13	political complication			
tng5x13	walk in the garden	Troi and Conor		
tng5x13	multiphase tractor beam			technobabble solution
tng5x13	impending ship wide life support failure			ship crisis
tng5x13	turbolift chat	Troi and Picard	32:56-34:44	
tng5x13	science mission			
tng5x13	readyroom chat	Picard and Troi; Picard and Riker	13:30-15:35, 41:55-42:41	
tng5x13	captain's log		0:00-0:18	
tng5x13	captain's log supplemental		13:20-13:30, 25:30-25:40, 29:01-29:12	
tng5x14	flight of fancy	the thing with Worf in command		
tng5x14	summary of resolution			
tng5x14	amnesia scenario			scenario
tng5x14	triangle drama			
tng5x14	social complication			
tng5x14	nefarious plot			
tng5x14	space confrontation	Enterprise and Satarran cruiser, Enterprise and Lysian destroyer		
tng5x14	find a cure			
tng5x14	turbolift chat	Riker and Ro	2:20-2:55	
tng5x14	readyroom chat	Worf, Picard, MacDuff; Picard and MacDuff; Picard and Riker	13:15-14:05, 33:47-35:30, 40:15-41:00	
tng5x14	captain's log		0:00-0:15, 40:10-40:20	
tng5x15	showdown			
tng5x15	deus ex machina	pattern enhancers		
tng5x15	plot twist			
tng5x15	foreshadow	opportunity		
tng5x15	corridor chase			
tng5x15	manhunt			
tng5x15	visit a planet			
tng5x15	hostage situation scenario			
tng5x15	technobabble complication			
tng5x15	electromagnetic interference			communication complication
tng5x15	deductive solution	pain!		
tng5x15	technobabble solution	pattern enhancers, boost a confinement beam		
tng5x15	flying through a storm			
tng5x15	crash landing			
tng5x15	shuttlecraft for two	Riker, Data, Troi		
tng5x15	turbolift chat	Picard, Data, Troi, Riker, O'Brien	9:18-9:52	
tng5x15	attempted ship takeover			ship crisis
tng5x15	readyroom chat	Picard and Troi	10:34-11:00	
tng5x15	captain's log		0:00-0:15, 41:30-41:39	
tng5x15	first officer's log supplemental		3:19-3:28	
tng5x15	captain's log supplemental		14:52-15:01, 33:20-33:30	
tng5x16	rant	Riker at Worf		
tng5x16	race against time			
tng5x16	Chekov's gun	Klingon organ redundancy alluded to by Toby Russell		
